SMILES,BBB
CC12CC(=O)C3C(CCC4CC(O)CCC43C)C1CCC2C(=O)CO,1
CNC(=O)OC1OC(=O)C2(C)C3C=CC(C3)C12,1
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,1
CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,1
OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,1
COCC1CN(c2ccc(OCCC(O)C(F)(F)F)cc2)C(=O)O1,1
Cc1cccc(OC2CCNCC2O)c1C,1
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,1
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,1
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1
CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,1
CCOC1CC2(C)C(CCC3C4CCC(C(C)=O)C4(C)CC(N(C)C)C32)CC1O,1
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,1
CC(C)(C)C(=O)SCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,1
CN1CC(CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)CC21,1
COC1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,1
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,1
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,1
Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1,1
c1ccc(C2CN3CCSC3=N2)cc1,1
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,1
CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O,1
NC(=O)c1ccc(F)c2c1CC(N(C1CCC1)C1CCC1)CO2,1
CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21,1
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,1
CCN(CC)S(=O)(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1
CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1
CN1CC(CC#N)CC2c3cccc4[nH]cc(c34)CC21,1
COC(=O)C1C2CC3c4[nH]c5ccc(Cl)cc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1
CN1CCc2cc(Cl)c(O)cc2C(c2cc(Br)cc3c2OCC3)C1,1
CN1CCc2cc(Cl)c(O)cc2C(c2cccc3c2OCC3)C1,1
O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1
CN1C2CCC1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,1
CCCCCC(=O)CCC1(C)C2Cc3ccc(O)cc3C1(C)CCN2C,1
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,1
CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,1
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CF)O1,1
COC(OC)C(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C,1
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1
C=CC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)(C)OC(C)=O)C21CO1,1
CC=CC1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)C1CCC4=CC(=O)CCC4(C)C1C(O)CC23C,1
Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,1
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,1
CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,1
C=C1CC(C)C2C3Cc4ccc(O)cc4C2(CCN3CC2CCC2)C1,1
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1
CCC(=O)OC1(C(=O)SC)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC12C=CC(=O)C=C1CCC1C3CC4Cc5ccccc5CC4(C(=O)CO)C3(C)CC(O)C12F,1
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1
CCCC1(c2cccc(O)c2)CCN(C)CC1C,1
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,1
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1
CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2,1
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CCSC1(SC)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)C(=O)CO,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,1
CC(=O)C1CCC2C3CC(O)C45CC4CCC5(C)C3CCC12C,1
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,1
COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC1)CC3,1
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,1
O=C1CCC2C3Cc4cccc(O)c4C2(CCN3CC2CC2)C1,1
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,1
CN(C)CCC1(c2ccccc2)CCc2ccccc2C1=O,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C,1
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1
CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(Br)C2C1Br,1
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CN1CCN(CC(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)CC1,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,1
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC12C=C(Br)C(=O)C=C1C(F)CC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1
CCCC1OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)OC(C)OC(=O)OCC)O1,1
CCC(=O)OC1(C(=O)SCCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)C2CC2)O1,1
CCCC(=O)OC1(C(C)=O)CCCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,1
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC(=O)OCC(=O)C1(OC(=O)c2ccco2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,1
CSCCC(NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,1
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1
CC(C)(CO)C(O)C(=O)NCCCC(=O)O,1
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,1
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,1
NC(Cc1ccc(O)c(O)c1)C(=O)O,1
CC(=O)NCCCC(NC(C)=O)C(=O)O,1
CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,1
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,1
CN(C(=O)C(c1ccccc1)c1ccccc1)C(CN1CCC(O)C1)c1ccccc1,1
CCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,1
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1
CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,1
CNCCC(Oc1ccccc1C)c1ccccc1,1
COc1cccc(C2(O)CCCCC2CN(C)C)c1,1
O=C1CCC(C(=O)N2CCCCC2)N1,1
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,1
CCC(=O)OC1(C(=O)COC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CSC(=O)C1(OC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1
C#CC1(O)CCC2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)C3CCC21C,1
CCc1c(C)[nH]c2c1C(=O)C1CN(C)CCC1C2,1
CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,1
CC1C2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1,1
CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C,1
O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
O=c1[nH]c2ccccc2c(=O)n1CCN1CC2CC(c3ccc(F)cc3)C2C1,1
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,1
O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
CC(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,1
O=C(CN1CCC(c2ccc(F)cc2)C(COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1,1
CC(=O)Nc1ccc(OC(=O)C2CCC(=O)N2)cc1,1
COc1cc2c(cc1OC)C(c1ccccc1)CN(C)CC2,1
CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,1
CC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,1
CC1C(c2ccccc2)OCCN1C,1
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,1
CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,1
CC1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,1
CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,1
CC(=O)OC(C)C(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,1
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CCl)O1,1
CC1(C)OC2CC3C4CCC5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C,1
CCC1(CC)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(F)CC2(C)C1C(=O)CO,1
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,1
FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3CC3CCCC43)CC2)c1,1
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,1
CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1
CC12C=CC(=O)C=C1C(Cl)=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC(=O)OCC(=O)C1(O)CCC2C3CC(Cl)C4=CC(=O)C=CC4(C)C3C(=O)CC21C,1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,1
CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1
CC1(c2ccccc2)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
CC(=O)OCC(=O)C1(O)C(C)CC2C3C=C(C)C4=Cc5c(cnn5-c5ccccc5)CC4(C)C3C(O)CC21C,1
C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1
C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,1
CNCC1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,1
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,1
CC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS,1
CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1
COC(=O)C1(O)CCC2C3CCC(=O)C4C(=O)C=CC4(C)C3C(O)CC21C,1
CC1=CC2C(C(O)CC3(C)C2CC(C)C3(O)C(=O)COC(=O)c2cccc(S(=O)(=O)O)c2)C2(C)Cc3cnn(-c4ccccc4)c3C=C12,1
CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCCC3)CN(C)C1C2,1
CCOC1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,1
COc1ccc(N2CC(CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,1
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,1
CCC,1
